type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
red,6.7625,1.2036,0.0245,2.1409,0.09,52.0566,37.54,0.99,1.7,1.1,5.3,8
red,6.9444,1.035,0.4197,6.3478,0.12,55.3369,61.5304,0.99,2.4,0.4,4.9,7
red,12.8794,1.1124,0.3021,5.7094,0.2,25.6073,91.3411,1.01,2.7,0.4,6.6,3
red,3.1973,0.9441,0.1026,4.5206,0.08,18.172,105.5325,0.99,3.2,0.9,13.5,3
red,5.2522,0.8687,0.2677,0.4205,0.14,48.014,11.7816,1,1.8,1.3,9.2,6
red,0.9286,0.66,0.6505,2.3043,0.12,39.6905,49.4944,1,3.6,0.5,8.1,4
red,2.3802,0.2404,0.1428,4.8172,0.13,56.2225,72.1717,0.99,1.4,0.4,6.2,7
red,12.0742,1.1843,0.1901,2.0216,0.06,55.3967,142.6305,1,2.1,1.1,7,8
red,13.4134,0.1032,0.1607,5.4812,0.17,46.1756,137.6424,0.99,3.1,0.9,8.5,7
red,5.5479,1.3346,0.7539,3.6222,0.19,6.8428,130.5586,1,2.8,1.1,10.6,6
red,6.0894,0.0169,0.2868,1.1053,0.18,7.3451,107.829,0.99,2.6,0.4,13.5,3
red,3.1043,1.3258,0.552,6.8112,0.08,46.2376,113.1582,1.01,2.3,1.2,6.6,7
red,10.5136,0.4918,0.325,4.9055,0.14,40.6614,70.7192,1,1.6,1,6.9,5
red,4.5729,0.2329,0.0744,1.7575,0.2,17.9228,86.4146,1.01,2.8,0.8,8.8,3
red,2.1288,0.4778,0.423,3.7137,0.18,58.4746,103.4333,1.01,2.2,1.1,12.1,8
red,14.4729,0.9669,0.5903,3.9726,0.08,18.1222,125.5656,0.99,2.9,0.3,10.6,7
red,9.5727,1.3483,0.7505,5.0095,0.11,37.7898,10.3691,1.01,3.2,1.1,9.4,7
red,8.6918,0.9232,0.2069,3.6735,0.19,22.4962,104.6308,1,3.1,1.3,9.6,4
red,9.209,0.9982,0.4687,2.1446,0.16,2.1465,137.7714,0.99,2.7,1.3,13.5,3
red,4.3302,1.1538,0.2117,3.6094,0.2,28.7666,136.2999,0.99,3.6,0.7,7.7,8
red,2.3724,1.1639,0.0255,6.659,0.06,6.2458,110.4375,1,2.5,0.8,10.3,5
red,14.8224,1.2902,0.318,0.7117,0.14,16.2556,29.338,1,3.4,1,9.4,8
red,8.1909,0.075,0.2573,1.951,0.2,46.3292,63.4154,1.01,2.2,0.4,4.7,5
red,6.5954,1.2864,0.576,3.6484,0.18,6.2793,145.813,0.99,2.6,1,8.6,6
red,3.5967,0.3694,0.1747,0.8514,0.14,33.3291,53.9701,1.01,1.9,0.3,10,8
red,12.7628,1.242,0.4392,5.484,0.05,53.4438,82.6523,1,2.4,1.1,6.4,7
red,8.3979,0.1207,0.5029,2.3853,0.17,38.1633,69.8503,1,3.4,0.3,7.6,4
red,0.5378,0.611,0.2114,4.4367,0.18,49.6722,111.2516,1,3.2,0.4,7.1,8
red,0.4914,0.8727,0.2101,5.5285,0.07,43.8992,148.6303,1,3.6,0.6,12.1,8
red,13.1109,1.293,0.6816,0.5646,0.13,30.7411,36.6896,1,2.8,0.9,10.7,4
red,14.0248,1.2721,0.293,6.9809,0.11,54.9448,59.5192,0.99,2.7,0.6,8.2,3
red,2.4007,0.8256,0.0855,4.8444,0.14,13.2045,114.329,1.01,2.5,0.9,6.2,6
red,3.8534,0.6573,0.0326,2.1667,0.1,18.7714,79.9038,1,2.8,0.6,7,6
red,7.7736,0.6922,0.4463,5.0587,0.15,9.8064,164.5901,0.99,2.7,1.2,11.9,6
red,3.8353,0.5727,0.1642,4.1803,0.15,27.4748,67.1226,1,3.4,1.3,4.8,5
red,12.2048,0.2247,0.6674,5.5188,0.08,11.3089,31.182,1.01,2.9,0.7,7.1,5
red,4.7977,1.05,0.7795,0.8336,0.11,14.2889,89.675,1,3.2,0.6,7.5,6
red,3.6327,0.0653,0.4387,0.5892,0.1,39.8918,75.7695,1,2,1.3,12.4,8
red,7.2376,0.2833,0.2823,5.8498,0.07,2.5847,156.4669,0.99,3.8,1.1,5.4,7
red,5.9554,0.9571,0.4598,6.6964,0.17,17.7443,119.0903,0.99,3.8,0.4,5.8,3
red,14.3123,0.6684,0.0076,3.4077,0.06,55.1459,80.7756,0.99,2.8,0.7,12.4,7
red,7.5133,0.3242,0.3596,3.696,0.12,38.8441,119.2642,0.99,2.7,0.3,8.4,4
red,6.1793,0.2226,0.0483,5.7603,0.09,37.8507,140.4975,1.01,2,0.6,12.6,6
red,5.8811,0.0591,0.6916,1.9551,0.13,7.8483,99.4105,1,1.8,0.8,5.6,3
red,13.8068,1.1929,0.2926,6.7826,0.19,9.9421,95.6899,1,2.8,0.5,6.1,6
red,9.1993,0.5543,0.4836,5.5376,0.08,52.9569,75.536,1.01,3.4,0.5,13.2,4
red,5.634,1.003,0.2447,2.1557,0.12,39.2268,110.0448,1,1.4,1.1,6.5,3
red,4.6944,1.073,0.3401,1.3048,0.11,50.3442,46.2532,1.01,2.1,1.1,8.3,5
red,5.2971,0.1717,0.1935,0.5703,0.09,10.4612,55.2742,1,2.4,0.5,12,7
red,5.4986,0.136,0.7927,2.3587,0.16,57.2866,88.5688,1,1.6,1.3,10.8,4
red,2.355,0.2514,0.2236,6.7859,0.18,42.2047,126.7058,0.99,2.5,0.5,9.4,3
red,6.4433,1.268,0.3562,3.1156,0.18,17.8282,26.9814,1,1.9,1.3,5.5,4
red,7.7513,1.0089,0.0591,2.715,0.2,11.8043,135.5163,1,3.5,0.7,12.2,3
red,3.1723,0.2058,0.1077,2.7598,0.09,42.7173,97.3409,0.99,3.4,0.7,9.6,8
red,14.6565,0.2728,0.7764,2.7644,0.08,51.877,84.8965,0.99,1.4,0.7,7.6,5
red,11.8447,1.1454,0.5062,4.5387,0.09,28.8462,41.0514,0.99,1.4,0.5,6.5,6
red,9.6233,1.1443,0.1305,4.053,0.08,56.973,164.1672,1,2.7,0.5,7.9,3
red,5.4296,0.6893,0.1053,4.1492,0.13,51.3591,49.0291,1.01,2.2,1.2,8.4,4
red,7.199,0.6695,0.369,3.8959,0.07,45.7983,134.2626,1,2.2,0.7,7.1,3
red,13.8605,0.5081,0.3486,2.8241,0.08,51.5273,115.1611,1,2.1,0.7,7.2,8
red,5.0671,0.2715,0.7238,1.5548,0.1,30.2682,120.6945,1,3,0.8,10.4,5
red,6.4697,1.0556,0.689,0.9821,0.18,29.0283,149.9917,0.99,1.8,1,8,8
red,11.8636,1.2183,0.284,1.267,0.16,10.051,105.0392,0.99,3.2,1.2,11.3,8
red,1.4664,0.294,0.092,0.8461,0.13,18.3853,166.5123,0.99,3.4,1.2,13.3,7
red,5.0624,0.7167,0.1139,1.1574,0.11,19.0672,20.2705,1,2.5,0.3,12.4,8
red,2.9404,0.2455,0.2859,2.2541,0.2,57.1196,78.62,0.99,3.4,0.3,10.8,5
red,14.8651,0.4338,0.4219,5.4628,0.14,57.349,13.2776,0.99,3,1.2,7.1,7
red,10.1124,0.0628,0.0706,2.0526,0.2,24.7496,111.5294,0.99,2.8,0.4,4.7,6
red,14.0427,0.3906,0.7612,6.9476,0.09,40.6576,65.9629,0.99,2.5,1.2,9.4,4
red,6.4432,0.2254,0.6629,4.302,0.09,53.343,167.2082,0.99,3.7,0.7,7.6,4
red,11.0952,0.4874,0.0864,6.7918,0.09,12.4456,160.2142,1.01,2,1.3,5.5,8
red,13.1939,0.0357,0.288,1.4372,0.06,16.8128,108.0131,0.99,3.6,0.5,8.1,4
red,7.8516,0.7364,0.411,1.7167,0.09,45.4541,59.1861,0.99,3.3,1.3,12.3,4
red,7.1433,0.7539,0.0125,1.4066,0.18,47.078,155.3914,0.99,3.7,0.3,7.2,8
red,11.4236,1.2282,0.3479,2.7894,0.19,31.1961,10.3903,0.99,3.6,1.2,5,7
red,13.7574,1.0167,0.2583,1.6124,0.12,29.4408,34.555,1,2.5,0.3,11.2,6
red,9.1882,0.0143,0.1218,4.5981,0.12,25.3363,96.2147,1,2.6,0.9,7.2,8
red,9.9684,0.166,0.7109,3.1139,0.14,21.3248,93.978,0.99,1.6,0.7,8.2,3
red,2.3087,0.0381,0.1621,1.7822,0.08,53.773,137.2679,1,3.5,0.4,8.8,3
red,9.1557,0.2096,0.4261,5.1201,0.11,37.7801,142.2612,1.01,2.6,1.3,13.4,5
red,3.4824,0.8921,0.5797,5.0793,0.16,35.5341,110.4476,1,2.8,0.6,10.3,7
red,7.502,0.8785,0.2853,6.4509,0.19,23.4554,104.9736,0.99,1.9,0.9,12.7,3
red,5.916,0.6266,0.6755,6.5019,0.19,4.017,149.4792,1,2,0.6,6,8
red,2.9838,0.038,0.1495,6.1783,0.2,42.2123,137.8076,0.99,2,1.3,6.8,4
red,13.3036,0.7584,0.7981,0.2053,0.1,39.8927,41.8204,0.99,3,1.1,11.9,8
red,3.5797,0.8564,0.4205,4.1272,0.2,30.0924,64.5059,1,2.7,0.5,11.7,7
red,8.1267,0.4393,0.7861,3.7794,0.12,31.6543,156.2883,1,3.4,0.3,4.9,3
red,7.5483,0.9622,0.3731,5.2163,0.07,41.7127,49.7574,1,3.1,0.5,11.5,4
red,12.1647,0.3791,0.1446,3.0911,0.09,24.0523,159.0218,1.01,2.3,0.5,6.1,6
red,4.4932,0.1364,0.2491,1.0243,0.16,33.0162,156.1728,0.99,1.9,0.6,11.5,8
red,11.1055,0.5913,0.4205,2.0095,0.14,49.2011,69.3027,1,1.4,0.4,7.1,3
red,10.7731,0.4433,0.4149,5.6983,0.09,53.4127,101.5515,1.01,3.8,1.3,11.8,4
red,11.5114,0.1684,0.0187,0.4028,0.05,46.0402,120.437,0.99,1.4,0.5,5.6,4
red,4.7547,1.1971,0.6388,5.7583,0.07,45.0972,18.6421,1,2.3,0.5,4.8,6
red,14.1447,0.3336,0.3442,4.8152,0.05,56.1633,158.1473,0.99,3.4,0.7,7.3,4
red,5.8111,1.0738,0.7594,3.7887,0.14,56.5377,129.8506,1,1.9,0.8,10.3,5
red,14.103,0.0758,0.025,1.2205,0.19,28.0761,106.0568,0.99,1.7,1,7.1,6
red,0.1986,0.9595,0.1528,5.9246,0.05,44.1412,39.8911,0.99,3.5,0.3,6.6,8
red,1.1791,0.3137,0.6654,6.757,0.18,18.5758,160.0956,0.99,2.5,1.3,5.2,7
red,6.8105,0.8562,0.5931,6.0737,0.15,15.1305,32.3684,0.99,3.7,1.1,5.5,5
red,5.2389,0.7164,0.2716,0.0076,0.13,27.9796,39.4442,0.99,3.1,0.8,8.6,4
red,10.4492,0.4263,0.3593,1.0743,0.12,26.343,15.0265,1.01,3.7,0.5,13.5,6
red,9.7824,0.4045,0.0478,2.3776,0.11,25.0339,26.0548,0.99,2.6,1.1,9.7,4
red,12.5822,1.1031,0.4743,6.4729,0.17,7.5095,77.2751,0.99,2.8,0.3,6.4,3
red,13.6735,0.3272,0.6064,5.5324,0.16,23.9982,155.166,1,2,0.8,8.9,8
red,4.4635,0.5965,0.5425,4.142,0.17,22.619,32.37,0.99,2.6,0.8,12.8,5
red,6.2473,0.578,0.6818,6.0535,0.13,34.4524,49.0843,0.99,3.1,0.8,6.5,4
red,12.9063,1.2769,0.422,5.2135,0.06,40.4929,131.0989,1.01,3.6,1.3,7.1,5
red,7.8182,0.0641,0.6251,1.2412,0.09,40.5104,169.7812,0.99,3.5,0.3,8.7,3
red,10.9914,0.8236,0.4431,3.0622,0.14,12.1441,40.2814,1,3.3,1,9.1,6
red,4.5683,0.9426,0.4824,5.1615,0.15,2.4616,132.7279,0.99,3.2,1.2,7,4
red,4.9468,1.0569,0.647,1.8187,0.09,9.2222,140.2032,1,2.6,0.7,11.7,8
red,6.5429,0.1206,0.1635,2.5104,0.16,34.6175,128.0537,0.99,2.6,0.6,8.6,3
red,1.0439,0.1193,0.6136,6.8851,0.14,14.4347,76.4991,1,2.4,1.3,6.9,6
red,6.9928,0.9911,0.4393,3.3923,0.2,4.4023,157.8118,1.01,1.7,0.8,8.2,4
red,12.5768,1.0668,0.0787,2.8183,0.15,48.6743,23.1459,1,2,1.2,7.7,4
red,2.0915,1.2551,0.6535,6.7845,0.06,11.3482,86.4682,0.99,1.4,1.2,8.1,8
red,4.9937,0.0181,0.2332,0.0582,0.11,9.633,63.3997,1,1.5,0.8,12.5,8
red,0.4599,0.9665,0.6313,4.5102,0.06,22.4172,45.0735,1,2.1,1.2,8.9,4
red,0.5792,1.1205,0.7105,4.6765,0.17,31.1859,153.545,0.99,3.2,0.7,6.6,6
red,12.1364,1.2487,0.0609,3.675,0.16,59.8024,110.8337,1,3.5,0.5,11.6,3
red,8.226,0.428,0.4347,6.2688,0.17,47.3728,35.0895,1,3.5,0.7,7,8
red,3.0963,1.1119,0.7147,3.8097,0.12,49.2825,28.895,1,3.4,1.2,6.5,3
red,5.0576,1.3158,0.5078,0.9295,0.06,46.6065,143.7678,1,2.2,1.1,7,5
red,0.6856,0.9468,0.5757,3.2578,0.19,30.8001,54.4693,1,1.6,0.3,13.1,7
red,6.8347,0.6333,0.2731,0.0223,0.12,34.92,18.7948,0.99,2.9,1.2,11,7
red,3.712,0.8583,0.6103,0.7679,0.11,41.7055,55.4374,0.99,2.5,1.1,5,8
red,10.9765,0.8943,0.5956,2.7459,0.18,14.9678,159.4849,0.99,3.8,0.3,11.8,3
red,7.2315,0.5507,0.5901,5.3839,0.1,27.4954,10.1606,1.01,2.7,0.4,7.7,4
red,0.5561,1.3452,0.5898,6.1456,0.07,41.0536,73.3578,0.99,3.3,0.8,7.5,6
red,5.9242,1.2737,0.3419,4.0189,0.08,48.8217,155.5076,0.99,2.7,0.5,10.6,3
red,7.6953,1.1684,0.1665,0.3232,0.17,58.8775,153.6124,1,2.8,0.4,13.3,4
red,2.207,0.1104,0.3736,2.9439,0.09,47.1416,36.5964,1,1.6,0.9,11.8,4
red,3.1662,0.8204,0.3818,6.0729,0.14,4.8226,65.066,1,2.8,0.8,9.9,4
red,14.7499,0.2553,0.6955,6.0597,0.15,23.862,24.1936,1,2.4,1,12.3,4
red,5.4932,0.7083,0.42,2.8926,0.15,18.24,65.6967,0.99,1.7,0.6,6.6,8
red,0.3375,1.0028,0.5738,5.4097,0.11,25.8664,118.8489,1,2.3,0.6,5.1,6
red,11.9009,1.3191,0.5188,2.6536,0.05,49.2559,105.513,1.01,2.3,0.4,5,5
red,6.0504,1.3242,0.4164,5.0478,0.1,43.4243,149.7803,0.99,3.4,0.7,6.2,6
red,13.2532,1.1656,0.6028,5.4921,0.06,20.6651,70.6438,0.99,3.7,0.3,10.8,3
red,3.476,1.0979,0.5584,1.0736,0.09,56.6664,80.2074,0.99,3.2,0.4,10.3,4
red,5.6196,0.6268,0.1637,4.7328,0.17,26.479,18.8884,1,3.4,0.6,5.2,8
red,4.6174,0.0325,0.4461,6.7523,0.1,56.0509,146.2328,1,2,1.3,5.1,3
red,6.3022,0.8918,0.5005,5.9255,0.17,23.1618,97.1577,0.99,1.9,1.3,10.5,5
red,14.7101,0.0102,0.2395,4.0388,0.18,24.1657,10.1295,1,3.7,1.1,10.1,6
red,10.987,0.6632,0.1174,5.7407,0.07,39.3522,92.2782,1,3.3,1.3,4.8,7
red,7.3907,0.6819,0.5709,3.4228,0.06,42.3424,123.4581,0.99,1.9,0.9,9.2,6
red,13.2514,1.2384,0.765,6.2717,0.08,49.8221,152.9816,0.99,1.5,0.6,5.7,3
red,2.2903,0.8442,0.1947,0.3772,0.13,35.7373,89.9596,1,1.6,0.7,12.3,7
red,9.7968,1.2189,0.6517,4.976,0.05,44.6687,103.0534,0.99,2.3,0.9,13.3,5
red,1.4702,0.2484,0.5866,0.5258,0.19,37.6638,57.5369,1.01,2.7,0.8,12.6,6
red,8.2388,1.2894,0.2812,6.8525,0.05,4.5862,24.9789,0.99,3.7,1.1,13.3,4
red,11.5605,1.1813,0.5875,2.8772,0.16,29.7084,162.9282,1.01,3.4,1.3,8.3,8
red,12.1006,0.3959,0.2574,0.1082,0.12,52.3726,110.9765,0.99,2.4,0.7,9.4,3
red,11.4761,0.942,0.4911,5.3468,0.16,41.022,56.6615,0.99,3.3,0.4,6.4,8
red,8.5831,1.1024,0.7717,2.5209,0.1,32.1949,128.418,0.99,2.5,0.7,4.9,6
red,10.0048,0.7814,0.3292,0.2692,0.09,54.3373,139.2222,1,2,1.1,12.7,7
red,9.8972,0.0212,0.3161,5.4351,0.19,5.9582,124.3737,0.99,3.6,1.3,11.8,4
red,10.1756,0.2556,0.0791,1.1024,0.09,16.1464,151.226,0.99,2.4,0.5,13.5,7
red,4.1282,0.8948,0.1775,5.5621,0.13,11.4659,55.5033,1,2.5,0.9,10,8
red,10.1328,0.1501,0.7601,1.4733,0.18,38.166,73.3422,1,1.9,0.8,4.6,3
red,9.8323,0.61,0.7728,2.8574,0.07,50.3293,60.9906,1,1.7,0.9,11.4,5
red,5.0518,0.771,0.4623,5.2579,0.1,47.6537,149.4951,1,2.2,0.6,7.8,3
red,12.4236,0.4731,0.1282,2.9524,0.2,1.605,165.2199,1.01,3.8,0.7,11.6,4
red,11.5815,1.0193,0.7121,3.5598,0.16,10.9805,123.7027,1,1.9,1.3,10.5,4
red,4.9583,0.8874,0.193,4.4359,0.05,5.5064,77.7406,1,3.4,0.8,7.5,8
red,11.8591,0.8669,0.14,6.0577,0.09,27.4443,155.4656,0.99,1.6,0.9,7.8,6
red,0.1828,0.5626,0.112,6.8462,0.11,44.8831,156.2779,1,2.6,1.2,10,6
red,4.6675,0.6165,0.4241,2.9616,0.05,34.2344,116.5794,1,2,0.3,7.7,5
red,4.9945,0.2284,0.0714,6.349,0.13,51.5895,132.5887,0.99,3.5,0.5,9.3,3
red,12.1332,0.346,0.0011,4.981,0.1,4.1941,45.7952,1,1.9,0.3,8.6,5
red,1.7231,1.3254,0.5028,0.2983,0.1,34.6689,17.4333,0.99,3.4,1.1,11.7,3
red,12.4927,1.2084,0.5038,4.1331,0.12,17.502,21.3331,1.01,2,0.9,8.1,7
red,10.385,0.3426,0.6598,4.6381,0.17,49.2149,147.4894,1.01,3.6,0.9,9.7,3
red,3.8416,0.4791,0.4138,0.0081,0.06,59.9081,67.2941,1,3.2,0.4,11.5,8
red,0.4257,0.5367,0.5004,0.919,0.11,44.5491,94.6413,1,2.2,0.6,4.5,5
red,12.5759,0.7589,0.0887,1.1213,0.16,43.2341,124.1041,0.99,2.7,0.5,7.5,5
red,8.3775,0.2132,0.0229,2.2965,0.08,27.2066,117.7748,0.99,3.3,1.3,9.5,3
red,13.9271,0.9881,0.76,6.7445,0.19,57.8737,125.8493,1.01,1.8,0.9,7.6,6
red,5.0602,0.0326,0.0473,4.5197,0.06,23.7976,142.6907,1,2.8,0.4,9.2,5
red,13.863,1.0746,0.642,4.9886,0.1,40.2279,55.118,1,2.7,1.2,12.2,6
red,14.9863,1.235,0.1668,1.7911,0.09,5.0716,109.2403,0.99,3,1.1,8.4,3
red,4.5459,1.0651,0.3047,2.6882,0.06,35.087,110.7144,0.99,3.8,1,11.7,6
red,13.3075,0.6433,0.0945,6.2494,0.1,13.3361,111.6309,1,3.5,0.4,9.1,3
red,1.6694,0.7208,0.5894,0.2247,0.1,57.9095,26.651,0.99,3.6,0.7,11.4,3
red,0.1397,1.3279,0.2471,0.6282,0.08,28.169,134.6289,1,3.4,0.8,9.2,5
red,3.2433,0.0751,0.6185,4.1257,0.2,48.2782,55.8981,0.99,1.7,0.4,7.2,5
red,11.1243,0.5925,0.6313,5.1017,0.11,1.5782,152.893,1.01,3.2,0.3,10.5,7
red,4.0084,0.2644,0.4123,1.4952,0.16,50.9536,155.4633,0.99,1.4,1.1,12,4
red,9.4485,1.3479,0.6642,1.7323,0.12,20.8517,109.1068,0.99,3.2,0.6,10.5,6
red,12.2348,1.0809,0.5589,3.1799,0.07,47.2936,68.0771,0.99,3,1,8.6,7
red,4.3303,0.8418,0.5183,1.7167,0.18,50.8316,127.6463,1.01,3.3,0.5,8.8,3
red,9.6507,1.052,0.1018,5.8298,0.11,5.8622,163.8716,0.99,3.3,0.5,12,6
red,3.8231,0.4366,0.5068,2.1543,0.12,24.2545,121.7736,1,2.9,1,12.2,6
red,10.152,0.5697,0.5867,2.4897,0.15,56.0491,114.4099,1,3.4,1,5.5,4
red,13.8314,0.2985,0.6877,3.9999,0.2,18.4893,159.8001,1.01,1.7,0.8,6.3,5
red,2.4688,0.9048,0.3491,5.2163,0.07,8.3621,108.4668,1.01,1.7,0.3,5.6,3
red,5.4702,0.9282,0.2762,5.4216,0.08,42.7313,105.83,1,1.8,1.3,7.1,4
red,14.0909,0.136,0.7597,0.0389,0.17,24.2377,65.31,1.01,3.7,1,7.1,6
red,11.6066,1.2177,0.1993,5.0148,0.16,52.3573,17.8773,1,1.9,1,11.2,3
red,14.1342,0.5515,0.0475,2.0742,0.12,52.1692,92.0643,1.01,2.6,1.3,10.7,3
red,9.9176,0.2378,0.0372,5.5082,0.18,11.1786,32.462,1,2.3,1,11.7,3
red,1.0159,0.768,0.4287,3.3797,0.09,46.505,79.0328,1.01,2.4,1.2,12.8,3
red,12.3233,0.3378,0.4623,2.5278,0.05,5.3997,136.9055,1.01,1.4,0.7,12.7,5
red,13.8609,1.0494,0.3896,1.9973,0.13,34.0243,147.8656,0.99,3.7,1.2,5.8,7
red,10.6823,0.2346,0.6583,5.5355,0.16,14.6556,68.994,1.01,3.8,1.2,6.8,5
red,11.6993,0.7971,0.4259,5.8859,0.08,24.4258,120.0956,0.99,2.1,1.1,7.1,8
red,11.8082,0.7036,0.6837,0.7453,0.11,53.6846,117.6424,0.99,2.8,1.2,10,5
red,9.7407,0.536,0.3519,1.0698,0.1,40.0687,161.7028,1,2.4,0.3,10.8,7
red,2.8663,0.3733,0.0913,6.7671,0.19,3.7055,81.7998,1.01,1.8,0.4,6.8,5
red,1.5045,0.09,0.5526,3.1223,0.18,9.7343,75.6933,1,1.9,0.3,9.3,5
red,7.857,0.461,0.263,6.4882,0.06,17.9664,86.126,0.99,1.9,0.3,12.4,5
red,8.8661,0.1279,0.2441,6.0945,0.19,32.0224,112.8602,1,1.5,1.1,6.8,4
red,9.1709,1.017,0.3888,2.2077,0.16,23.4607,25.5128,1,3.2,1,7.8,3
red,10.101,1.2697,0.089,2.9013,0.1,15.7475,62.0759,0.99,2.3,0.4,13,5
red,11.1524,0.6087,0.3932,4.1958,0.12,55.4474,120.2824,0.99,2.5,0.9,12.8,3
red,3.3561,0.3527,0.2866,2.9779,0.1,29.3064,28.5795,0.99,2,1.2,7.2,3
red,10.0991,1.0028,0.5544,2.7696,0.07,31.9301,117.2353,1,2.1,0.3,8.9,4
red,3.4581,0.6649,0.3804,3.9703,0.12,54.6776,126.6613,0.99,3.6,1.1,7,6
red,12.8421,1.3145,0.7655,5.4459,0.16,20.5019,40.538,1,1.9,0.8,6.7,6
red,0.0907,0.4687,0.2525,5.1484,0.08,10.3212,159.8026,0.99,3.2,1,9.9,4
red,6.3654,0.3682,0.5966,2.9598,0.14,27.0489,43.7199,0.99,2.6,0.9,6.2,4
red,12.5356,0.9815,0.784,4.2747,0.16,1.3673,98.7161,1,2,1.1,8.9,8
red,14.0682,0.3382,0.0216,3.2019,0.2,47.3076,59.0921,1,3.8,0.4,10.5,4
red,1.2024,1.3344,0.378,0.1037,0.1,37.7804,135.0043,0.99,3.6,0.3,8,4
red,7.4364,0.336,0.4728,2.4206,0.07,50.0835,53.0304,1.01,3.7,0.9,9.9,8
red,11.3811,0.9239,0.7538,4.1998,0.18,32.76,20.2216,0.99,3.5,0.3,5.7,6
red,4.0066,1.2954,0.7312,3.0807,0.19,43.3115,22.8504,1,3.6,1,5.5,5
red,13.4824,1.3009,0.4686,1.5539,0.17,27.8533,163.6256,0.99,1.9,0.4,6.4,7
red,3.4152,0.1815,0.4177,3.5029,0.11,21.5779,24.1003,0.99,3.3,0.3,9.3,5
red,9.4005,0.9024,0.3165,4.9205,0.06,8.9037,91.0093,1.01,1.8,0.8,10.6,5
red,3.0707,0.4386,0.3158,2.4039,0.05,27.2566,102.4742,0.99,3,0.4,10.3,7
red,14.633,0.6914,0.2237,0.5204,0.09,9.6599,30.6749,1.01,3.1,0.6,8.1,5
red,12.2962,1.0138,0.5356,6.4328,0.19,33.7708,87.1661,0.99,2.5,0.8,7.3,3
red,0.6889,0.7177,0.3629,4.9382,0.16,5.0861,61.638,0.99,3.5,0.7,6.8,7
red,7.1402,1.0566,0.1916,6.1003,0.15,36.9532,35.2456,1,3,1.2,7.5,7
red,0.3294,1.2584,0.5151,0.313,0.13,13.1915,118.3735,0.99,1.9,0.7,7.4,5
red,10.4744,0.4758,0.0391,1.2107,0.12,39.359,10.1563,1,3.5,0.3,10,4
red,14.6153,0.1769,0.348,5.5233,0.12,8.7877,35.0908,0.99,2.5,1.2,9.4,7
red,3.9284,0.7401,0.3414,2.5919,0.08,24.1619,28.3646,1,1.5,0.6,11,3
red,2.6706,1.2398,0.7401,5.9609,0.16,15.5714,53.9389,0.99,3.2,0.7,11,3
red,9.2722,0.4037,0.3542,3.5877,0.19,3.9922,123.5838,0.99,1.9,1.2,9.1,5
red,11.8876,1.1612,0.5244,1.7938,0.13,24.8807,155.2417,0.99,2.5,0.6,8.5,3
red,14.2811,0.9279,0.6438,0.2239,0.07,59.0134,23.6329,1,1.4,0.8,13.4,5
red,5.8661,0.0658,0.1995,3.8068,0.12,14.6746,161.9916,0.99,3.5,1.1,8.9,4
red,14.0935,0.9304,0.6198,1.4005,0.06,47.8859,45.9737,0.99,3.6,0.8,9.1,3
red,0.1285,0.3325,0.2148,2.2376,0.1,30.4249,83.582,1,3,0.5,10.5,7
red,2.5346,0.0813,0.6643,3.6186,0.19,48.5135,43.6681,1,2.4,1,13.2,5
red,0.5609,0.4339,0.4508,1.9209,0.13,19.7215,116.3224,1.01,3.5,1,10,7
red,6.7692,0.3608,0.3605,4.4846,0.09,24.0249,64.5956,1,3,0.5,7.8,6
red,10.8817,0.6231,0.5797,6.4952,0.14,43.4204,142.4636,0.99,2.5,0.9,12.1,8
red,1.57,0.2125,0.2226,5.2677,0.16,28.1141,73.1664,1,1.8,1.3,13.2,3
red,2.0985,0.461,0.6303,4.7723,0.12,49.1354,165.9233,0.99,2.4,0.4,4.6,5
red,6.7616,0.0511,0.7728,3.3986,0.2,49.1614,106.3243,1,3.3,0.3,11,5
red,10.5096,0.5468,0.3794,2.8231,0.1,36.5229,22.1109,1,1.8,0.5,10.4,7
red,1.3711,0.187,0.2915,2.4301,0.2,27.9529,55.1491,0.99,2.8,0.3,8.8,8
red,2.0672,1.1942,0.4035,3.7625,0.05,28.2776,50.6396,1.01,3.3,1,12,7
red,4.0407,0.7453,0.5755,3.8174,0.05,5.6235,15.9053,0.99,2.4,0.7,8.8,3
red,14.6516,0.3237,0.3836,4.8355,0.16,49.9684,34.1317,1.01,2.7,0.9,8.1,4
red,7.2483,0.7602,0.565,3.0649,0.18,13.2018,149.738,0.99,3.8,0.7,7.9,7
red,10.4918,0.2965,0.6451,5.9803,0.05,28.0107,165.2038,0.99,1.7,1.3,5.1,8
red,1.8626,0.3237,0.778,2.2122,0.11,2.1823,24.437,0.99,1.6,0.8,8.7,7
red,2.8273,0.8724,0.41,4.6316,0.08,49.1888,167.0884,1,3.2,0.4,4.7,7
red,10.6805,0.0361,0.0637,4.416,0.17,44.371,11.5591,1.01,2.1,0.3,10.7,3
red,9.404,0.8237,0.431,0.7483,0.18,17.0601,106.0459,0.99,1.5,0.9,5.4,7
red,8.7417,0.3162,0.3557,4.5719,0.1,22.6784,167.968,1,2.8,0.8,12.2,6
red,11.9443,0.2046,0.2816,2.3727,0.19,49.3257,155.1408,1.01,2.5,1,13.3,4
