type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
red,6.46,0.21,0.28,1.6,0.054,28.6,146.5,0.9989,3.41,1.18,8.8,8
red,6.51,0.65,0.1,7.44,0.074,17,110.5,1.004,3.53,1.11,8.5,8
red,6.43,0.53,0.09,7.39,0.097,9.2,78.4,0.9967,3.5,1.32,13.5,8
red,6.06,0.66,0.26,8.83,0.093,28.1,65.4,0.9916,2.81,0.94,12.7,7
red,7.33,0.61,0.71,2.96,0.088,21.2,71.5,1.004,3.48,0.9,8.8,8
red,6.72,0.22,0.51,1.17,0.058,9.9,74.6,1.0022,2.98,1.13,12.6,3
red,7.72,0.37,0.06,2.76,0.094,10.9,145.5,1.0047,3.09,0.61,8.9,8
red,7.58,0.64,0.08,8.02,0.061,13,50.2,0.9921,2.8,1.09,12.2,3
red,7.62,0.29,0.21,8.67,0.083,18.2,88.7,1.0049,3.01,0.94,13.1,7
red,7.4,0.66,0.25,5.02,0.099,27.2,96.6,1.0034,3.72,1.04,8.7,4
red,7.53,0.57,0.02,9.45,0.08,20.6,139.3,0.9927,3.11,0.87,12.7,6
red,7.7,0.6,0.48,9.83,0.086,7.6,93.5,1.0021,2.83,1.42,13.6,6
red,6.98,0.41,0.17,2.13,0.056,7.1,94.8,1.0033,3.75,1.26,13.4,6
red,7.34,0.49,0.33,2.95,0.09,9.6,108.3,0.9917,3.44,1.39,13.9,3
red,7.14,0.89,0.56,3.79,0.084,10.4,107.4,0.9912,3.26,0.74,11.7,6
red,6.01,0.58,0.38,8.87,0.092,8.1,123,0.9987,3.57,0.83,13.6,8
red,7.32,0.73,0.41,8.06,0.054,14.2,81.6,1.0031,3.69,1.05,8.5,8
red,6.2,0.33,0.1,7.01,0.077,15.7,120.7,0.9993,3.3,1.2,8.7,7
red,6.78,0.84,0.46,6.02,0.076,29.8,105.3,0.9922,3.18,1.4,11.2,3
red,6.64,0.44,0.58,9.57,0.07,10,53.7,0.9912,3.07,1.34,12.6,8
red,6.98,0.64,0.37,9.98,0.078,24.8,104.8,0.9975,2.99,1.38,9.2,4
red,7.03,0.97,0.64,4.93,0.074,28.2,65.1,1.0006,3.47,1.27,11.9,3
red,6.22,0.55,0.08,5.85,0.067,28.2,66.6,0.9964,3.66,1.32,10.9,6
red,7.86,0.82,0.2,9.79,0.07,26.6,84.9,1.0008,3.63,0.66,13.3,5
red,6.83,0.92,0.2,3.06,0.059,24.9,73.3,1.0049,3.51,1.06,12.6,6
red,7.89,0.31,0.47,1.62,0.068,19.4,59.3,0.9908,3.02,1.49,13.3,8
red,6.67,0.69,0.15,6.97,0.056,15.9,126,0.995,3.07,0.91,11.8,6
red,7.29,0.41,0.6,3.45,0.091,26.8,104.3,1.0004,3.26,0.92,10.2,3
red,7.5,1,0.73,8.47,0.069,28.7,146.8,1.0018,2.88,0.89,11,4
red,7.29,0.39,0.73,5.17,0.066,10.9,96.5,0.9955,3.07,1.07,10.7,4
red,7.21,0.32,0.63,4.58,0.091,8.2,120.5,0.9924,3.75,1.36,8.4,6
red,7.74,0.88,0.35,9.4,0.095,10.1,134.6,0.9912,3.27,0.97,12.9,6
red,7.94,0.39,0.65,4.19,0.091,15.9,97.5,1.0032,3.64,0.65,12.4,6
red,6.53,0.75,0.76,9.81,0.093,10.5,145.1,0.9948,3.5,0.55,9.3,6
red,6.75,0.46,0.7,1.75,0.098,16.3,123,0.9929,2.99,1.06,11.9,3
red,7.71,0.93,0.27,8.6,0.094,19.3,53.3,0.9933,3.22,1.44,9.2,4
red,7.4,1,0.34,6.37,0.072,24.9,82.4,1.0017,2.98,1.34,10.1,6
red,6.01,0.38,0.13,6.37,0.098,13.8,91.1,0.9907,3.43,0.67,8.9,7
red,6.87,0.65,0.43,7.73,0.09,22.2,93.2,0.9996,2.98,1.42,11.5,7
red,7.15,0.51,0.49,3.95,0.056,13.4,120.9,1.0026,3.03,1.45,9.6,8
red,6.31,0.4,0.24,9.79,0.067,25.1,111.7,1.0036,3.22,0.56,8.5,5
red,6.01,0.98,0.17,4.3,0.054,27,134.9,0.9943,3.31,0.86,13.5,3
red,6.19,0.93,0.76,4.92,0.092,12.2,91.5,0.9917,3.32,0.61,11.4,8
red,7.43,0.67,0.38,1.48,0.063,29.3,93.5,0.994,3.74,1.45,10,7
red,6.21,0.25,0.2,1.26,0.095,16,123.2,1.0008,3.62,0.71,9.1,4
red,6.53,0.67,0.31,6.91,0.084,21.8,72.4,1.0001,3.49,0.97,12.1,8
red,6.87,0.23,0.26,8.68,0.086,7.3,113.3,0.9995,3.61,0.56,9.8,8
red,6.79,0.25,0.61,3.08,0.098,27.9,90.7,0.9908,2.92,1.45,9.8,7
red,7.65,0.6,0.61,5.57,0.075,23.5,116.7,1.0032,3.34,1.49,13.7,7
red,7.4,0.74,0.06,2.48,0.087,26.7,140,0.9939,3.29,0.78,13.6,4
red,6.64,0.62,0.32,6.92,0.061,18.6,110.8,1.0014,3.51,1.21,12.4,8
red,7.67,0.52,0.48,9.58,0.061,7.4,140.8,0.9923,2.91,1.39,9.7,5
red,6.58,0.27,0.5,5.9,0.054,6.5,117.4,0.9989,3.24,1.13,12.1,7
red,6.99,0.79,0.77,3.77,0.062,10.8,107.7,1.0029,3.56,1.23,8.8,8
red,7.85,0.85,0.46,5.79,0.05,14.8,119.9,0.9991,2.99,0.56,12.2,5
red,6.99,0.88,0.73,4.28,0.056,25.8,56.5,0.9908,3.57,1.24,13.9,3
red,7.54,0.41,0.79,5.31,0.051,27.9,125.6,0.9977,3.12,1.06,9.3,6
red,6.4,0.21,0.2,9.66,0.086,14.3,116.6,0.9924,3.62,1.08,8.6,6
red,7.59,0.27,0.38,8.29,0.069,21.9,62.5,0.9949,3.72,1.4,9.2,6
red,7.57,0.76,0.61,4.37,0.08,5.7,80,0.9961,3.34,1.4,9.2,3
red,7.23,0.58,0.34,9.76,0.093,25.7,110.8,0.9932,3.37,0.59,9,8
red,6.34,0.72,0.07,9.36,0.093,28.6,139.8,1.0003,2.91,0.91,8.8,3
red,6.97,0.47,0.6,3.9,0.053,27.9,145,0.9922,3.06,0.82,9.7,5
red,7.27,0.38,0.05,6.7,0.09,17.4,77.7,0.9937,2.89,1.29,9.5,8
red,6.72,0.54,0.68,8.15,0.088,18.1,119.3,0.995,2.98,1.03,12.7,5
red,6.8,0.44,0.49,9.36,0.05,8.6,118.3,1.0046,2.89,1.08,9.7,5
red,6.45,0.34,0.38,9.94,0.067,15.2,65.9,0.9918,3.6,1.24,12.3,4
red,6.65,0.64,0.68,1.23,0.064,28.8,84.9,0.9996,3.54,0.74,9.9,5
red,7.5,0.57,0.59,1.45,0.05,21.1,91.9,0.9925,3.08,0.99,9.6,6
red,7.38,0.37,0.33,1.04,0.055,22,133.8,0.9997,3.44,1.41,8.2,3
red,6.61,0.84,0.29,5.41,0.086,10.4,98.9,0.996,3.63,1.37,11.8,6
red,7.16,0.48,0.63,1.99,0.086,23,54.6,0.9934,3.39,1.29,10.3,7
red,7.7,0.75,0.53,4.4,0.083,14.3,112.5,0.9912,3.15,0.55,8.3,4
red,6.3,0.21,0.3,2.31,0.056,25.2,123.7,1.0027,3.37,0.95,11.8,5
red,6.43,0.85,0.72,9.34,0.092,13.9,80.8,1.0022,3.33,0.74,11.6,7
red,6.32,0.5,0.63,3.32,0.07,24.7,142.8,0.9948,3.19,0.74,9,4
red,6.03,0.69,0.36,3.83,0.094,13.8,91.8,0.9926,3,1.19,13.5,7
red,7.02,0.54,0.26,6.34,0.053,22.5,71.6,0.9996,3.39,1.27,12.3,3
red,6.66,0.5,0.09,1.81,0.073,7.1,55.9,0.9975,2.95,0.95,13.8,3
red,6.87,0.71,0,4.38,0.068,22.2,85.2,0.9982,3.35,0.59,9.4,4
red,7.07,0.95,0.34,8.97,0.07,19.5,100.5,1.0014,3.29,0.64,11.6,3
red,7.64,0.5,0.16,2.41,0.056,28.3,53.6,0.9954,3.03,0.64,10,5
red,7.22,0.42,0.35,3.43,0.08,11.7,74.9,0.9965,3.57,1.11,9.1,8
red,6.82,0.3,0,1.29,0.073,19.1,138.7,1,3.06,1.45,13.1,8
red,7.16,0.56,0.15,2.37,0.079,7.4,140.2,0.9975,2.86,0.72,11.6,4
red,6.91,0.59,0.18,6.58,0.076,13.9,77.2,0.9929,3.19,0.98,12.2,3
red,6.02,0.63,0.7,2.47,0.057,17.8,79.7,0.9942,2.81,0.56,11.3,5
red,6.81,0.85,0.25,6.16,0.07,8.7,113.5,0.9921,3.69,1.42,10,5
red,6.56,0.68,0.27,4.25,0.076,22.2,123.1,0.9972,3.12,0.81,9.1,3
red,6.73,0.58,0.23,5.97,0.074,20.3,78.8,1.0033,3.24,1.34,9.2,4
red,6.31,0.55,0.75,6.99,0.059,15.1,116.2,0.9969,3.62,0.85,13.5,5
red,7.57,0.59,0.28,2.66,0.099,17.5,73.2,1.0036,3.5,0.85,9,4
red,6.65,0.35,0.64,6.69,0.087,26.1,123.6,1.0039,3.4,1.47,12.2,8
red,6.08,0.21,0.67,8.15,0.084,15.9,138.3,0.9991,3.53,1.12,9.4,5
red,7.43,0.5,0.2,8.73,0.065,29.9,131.4,0.991,3.22,0.81,11.8,4
red,6.28,0.87,0.23,3.49,0.093,28.1,92.4,0.9962,3.33,0.76,13.7,6
red,6.55,0.36,0.72,8.83,0.05,10.8,124,0.9901,3.35,0.87,9.8,8
red,7.52,0.38,0.74,3.08,0.06,22,90.1,0.9947,3.66,1.23,8.4,3
red,6.92,0.51,0.01,1.25,0.089,19,146.4,0.9981,2.85,1.01,8.5,6
red,7.48,1,0.34,1.68,0.068,16,68.7,0.9901,3.34,0.99,9.3,8
red,7.92,0.73,0.07,1.17,0.091,27.1,136.3,0.9938,3.13,0.55,8.9,4
red,6.76,0.71,0.6,8.9,0.089,6.6,122.7,1.0038,2.82,0.82,11.3,7
red,6.25,0.53,0.19,3.12,0.098,8.4,77.4,0.9931,3.1,0.77,10,5
red,7.58,0.25,0.6,7.93,0.067,6.4,54.2,0.9967,3.77,0.84,10.4,5
red,7.68,0.53,0.54,1.39,0.077,12.7,79.2,0.9909,3.06,1.04,13.7,8
red,6.83,0.22,0.63,3.04,0.079,7.7,143.8,0.999,2.8,1.1,8.6,6
red,7.92,0.69,0.76,3.9,0.057,19.5,108.6,0.9941,3.09,0.97,9.3,8
red,7.43,0.38,0.03,1.99,0.087,18.7,101.2,1.0015,3.33,1.08,12.3,8
red,7.68,0.61,0.61,9.64,0.094,15.4,149.6,0.9954,3.33,0.58,8,4
red,7.87,0.51,0.41,2.4,0.082,13.3,112.6,1.0039,2.98,0.93,13.9,6
red,6.54,0.41,0.37,5.63,0.094,25.1,143.2,1.0048,3.68,1.37,8.3,8
red,7.08,0.55,0.23,5.95,0.089,26.5,79,0.9924,2.9,0.93,14,8
red,7.17,0.4,0.21,6.02,0.063,6.4,58.3,0.9997,2.89,1.08,13.5,7
red,6.52,0.94,0.09,2.42,0.094,25.5,132.6,0.9967,3.26,1.03,9.1,6
red,6.71,0.52,0.32,5.08,0.082,22.4,101.9,0.9908,3.43,1.4,13.4,7
red,7.58,0.79,0.07,4.4,0.077,25.6,119.2,1.0042,3.59,0.97,8.4,4
red,7.6,0.8,0.15,9.41,0.054,20.5,71.1,0.9971,3.45,0.5,9.4,5
red,7.28,0.39,0.19,6.42,0.052,29.5,50.2,1.0004,3.18,0.72,11.7,7
red,7.66,0.43,0.5,3.07,0.095,6.3,114.1,0.9924,3.14,1.43,10.1,7
red,6.56,0.97,0.54,4.24,0.09,22.2,57.2,0.9978,3.31,0.9,13.7,6
red,6.29,0.92,0.04,7.2,0.063,7.3,95,0.9949,3.79,1.1,12.3,6
red,6.79,0.6,0.05,5.65,0.051,19.4,130.6,0.9954,3.5,1.47,10.6,7
red,6.3,0.31,0.14,4.59,0.066,7.1,121.1,0.9954,3.55,1.16,11.7,7
red,7.23,0.76,0.79,9.44,0.072,21.1,114.6,1.0036,3.28,0.93,11.4,6
red,7.78,0.33,0.13,6.45,0.085,23.8,81.5,0.9998,2.91,1.49,8.6,8
red,7.81,0.65,0.14,1.91,0.053,22.5,78.1,1.0019,3.77,1.18,12.5,5
red,6.79,0.9,0.48,2.48,0.053,29.7,69.7,1.0009,3.01,1.07,8.4,6
red,6.19,0.84,0.04,8.45,0.065,22.7,65.5,0.9999,3.36,1.18,10,8
red,7.81,0.22,0.66,8.78,0.074,11.7,93.7,0.9916,2.95,1.36,12.2,5
red,6.17,0.91,0.54,5.86,0.078,27.4,87.5,0.9934,3.26,1.05,13.8,8
red,6.31,0.81,0.58,7.67,0.067,28,64.6,0.9933,2.82,1.35,9.8,4
red,6.93,0.42,0.65,1.44,0.067,29.3,62.8,0.9971,3.13,1.09,13.9,6
red,7.01,0.52,0.3,4.49,0.097,9.6,109.8,1.0046,3.4,0.72,9.4,3
red,6.65,0.91,0.07,3.18,0.062,10.6,86.3,1.0019,3.41,1.31,10.7,3
red,7.89,0.22,0.5,8.63,0.08,9.6,50.2,0.9985,3.23,1.07,8.1,5
red,7.28,0.21,0.3,1.65,0.084,12.3,118.4,0.9906,3.77,0.81,9.6,8
red,6.43,0.5,0.21,3.65,0.071,19.8,101.9,0.9946,3.16,1.04,13.3,5
red,7.72,0.45,0.74,8.58,0.072,6.1,139.3,0.9948,3.76,0.94,13.9,6
red,6.79,0.88,0.18,6.43,0.078,8.7,64.4,1.0032,3.2,0.69,10.6,7
red,7.63,0.25,0.37,1.03,0.094,20.3,64.7,0.991,3.41,1.35,12.2,3
red,7.51,0.4,0.74,8.58,0.087,20.4,61.8,0.9979,3.4,0.57,12.1,7
red,6.41,0.7,0.28,6.41,0.057,17.1,70.6,1.0038,3.31,0.8,12.1,5
red,7.32,0.47,0.07,2.46,0.057,5.1,89.3,1.0049,3.43,0.71,10.3,5
red,7,0.51,0.66,3.33,0.093,15.6,87.8,0.9911,3.35,1.39,11.4,4
red,7.88,0.75,0.73,5.74,0.078,12,106.4,1.0002,3.47,0.61,13.9,3
red,6.85,0.24,0.76,4.94,0.072,10.3,137.9,0.9995,3.66,1.1,10,6
red,7.13,0.93,0.42,2.72,0.058,21,109.5,1.0006,2.86,1.49,8,4
red,6.76,0.91,0.12,5.57,0.057,16.6,70.7,1.0031,3.3,0.9,9.2,7
red,6.31,0.93,0.21,6.36,0.066,26.1,106.3,1.0004,3.24,1.24,13.4,8
red,7.92,0.6,0.42,5.23,0.052,8.9,74.8,0.9975,3.6,1.16,12.7,5
red,7.8,0.44,0.26,8.7,0.058,19.8,99.4,1.0006,3.34,0.59,10.8,3
red,7.87,0.43,0.65,3.62,0.091,10.4,126.3,0.9969,3.28,1.36,12.4,7
red,7.08,0.24,0.21,9.36,0.066,28.8,97,0.9965,3.75,0.85,9.7,7
red,7.33,0.43,0.75,1.52,0.061,29.8,145.2,0.9997,3.26,1.37,11.8,6
red,6.94,0.54,0.09,9.14,0.082,25.3,62.8,0.9943,3.16,1.26,11,8
red,7.71,0.59,0.31,2.29,0.069,25.7,138.3,0.9904,3.46,1.25,10.3,7
red,7.08,0.34,0.25,8.42,0.083,29.4,88.4,1.0008,3.68,1.23,12.3,6
red,6.61,0.65,0.73,6.31,0.05,15.8,111.5,0.9986,2.85,1.21,8.8,4
red,7.08,0.25,0.01,8.61,0.07,15.8,94.1,0.9998,2.88,1.44,12.4,8
red,7.1,0.24,0.71,3,0.068,11.2,104.4,0.9986,3.64,0.73,13.4,5
red,7.96,0.32,0.2,6.75,0.069,13.6,148.1,1.0014,3.52,1.42,10.9,3
red,7.89,0.76,0.42,9.07,0.085,22.2,99.7,0.9985,3.23,1.46,11.7,5
red,7.74,0.72,0.56,4.58,0.081,27.8,102.6,0.9936,3.02,0.5,10.4,3
red,6.12,0.73,0.17,3.22,0.097,6.5,96.2,1.0048,3.36,1.01,9.4,6
red,7.48,0.41,0.63,8.81,0.096,8.5,118.6,0.9939,3.53,0.56,11.1,3
red,7.73,0.72,0.76,4.59,0.075,5.8,97.2,0.996,3.32,1.11,13.9,8
red,7.19,0.87,0.02,8.27,0.071,24.4,50.6,0.9906,3.22,0.76,11,6
red,6.19,0.49,0.06,1.61,0.054,25.3,83.6,0.991,3.76,1.02,10.4,8
red,7.16,0.62,0.02,5.71,0.081,22.6,115.6,0.9906,3.08,0.79,13.1,3
red,6.61,0.95,0.71,2,0.079,21.9,138.9,0.9964,2.86,0.55,12.8,7
red,7.33,0.26,0.27,2.03,0.089,21.6,126.3,0.999,2.88,1.08,10.7,5
red,7.77,0.34,0.51,7.58,0.053,24.2,132.4,0.9957,3.66,1.07,9.3,6
red,7.63,0.95,0.41,7.94,0.092,6.4,92.1,1.0047,3.59,1.3,8.1,8
red,6.59,0.23,0.07,9.64,0.051,20.3,56,0.9941,3.19,0.64,9.3,5
red,6.15,0.59,0.47,2.18,0.083,17.1,64.8,1.0017,3.38,1.43,13.5,6
red,6.71,0.69,0.79,7.21,0.098,9.9,94.1,0.9957,3.13,0.81,12.1,5
red,7.28,0.38,0.04,6.03,0.07,21.1,107,1.0021,2.81,1.23,10.7,4
red,6.48,0.96,0.56,4.94,0.096,8.3,115.6,0.9985,2.87,0.55,13.7,8
red,6.57,0.96,0.48,1.27,0.091,21.2,141.4,0.9977,3.62,0.88,12.9,6
red,7.97,0.29,0.73,9.02,0.07,21.5,52.4,0.9989,3.02,1.1,13.9,5
red,7.13,0.52,0.4,4.78,0.098,26.9,52.1,0.9968,2.86,1.22,11.6,5
red,6.89,0.31,0.42,4.46,0.087,6.5,60.4,0.9947,3.46,1.23,9.3,4
red,6.5,0.33,0.45,1.64,0.086,15.8,54.3,0.9914,2.93,1.23,13.8,6
red,7.89,0.33,0.49,6.56,0.082,10.4,98.9,0.9924,3.42,1.28,13.9,8
red,7.8,0.45,0.21,7.46,0.085,28.4,66.8,0.9997,3.33,1.32,12.2,6
red,7.72,0.58,0.76,3.31,0.056,24.6,53.7,0.9978,3.54,0.88,8.9,8
red,6.56,0.71,0.05,6.93,0.092,28.2,56.6,0.9956,3.25,1.17,10.8,4
red,7.35,0.7,0.1,3.42,0.094,9.7,121.9,0.9948,3.39,1.09,13.7,5
red,7.2,0.3,0.43,4.34,0.076,26,103.5,1.003,2.81,0.62,13.3,5
red,7.77,0.21,0.55,8.21,0.05,12.1,57.8,0.9989,3.28,1.1,13.8,8
red,6.12,0.27,0.6,4.66,0.051,24,50.8,0.9916,3.63,1.33,11.3,5
red,6.03,0.42,0.79,6.64,0.08,11.3,98.2,0.9939,3.33,0.54,11.2,4
red,7.89,0.93,0.58,6.86,0.083,13,52.1,1.0005,2.95,1,12.3,3
red,6.84,0.28,0.15,5.14,0.082,23.2,90.7,0.9993,3.09,1.26,9.1,5
red,6.49,0.7,0.24,2.47,0.067,17.4,61.4,0.9967,3.73,1.39,11.7,6
red,6.3,0.62,0.01,2.53,0.096,25.7,74.3,0.9995,2.91,0.87,12.7,4
red,6.73,0.46,0.4,3.47,0.089,22.8,118.6,0.9907,2.93,1.33,12.4,4
red,7.76,0.54,0.54,4.67,0.061,17,127.3,0.9906,2.83,1.26,13.1,5
red,7.92,0.9,0.7,9.24,0.068,29.7,52.1,0.9963,3.24,0.5,13.5,8
red,8,0.94,0,5.63,0.069,10.3,143,1.0009,3.65,1.17,13.6,8
red,6.54,0.93,0.21,9.43,0.064,13.7,122.3,0.9998,3.66,0.87,11.3,6
red,7.47,0.97,0.39,5.01,0.05,22,119.7,0.9989,3.53,0.74,8.8,6
red,6.48,0.62,0.66,4.06,0.095,12.3,111.8,0.9945,3.57,0.93,13.2,8
red,7.94,0.98,0.65,7.62,0.06,24.2,81.3,0.9963,3.39,1.29,8.1,4
red,6.48,0.96,0.71,2.28,0.052,8,71.3,1.0028,3.35,0.61,11.7,4
red,7.67,0.32,0.13,5.66,0.075,29.5,53.1,0.9905,3.71,1.49,13.6,8
red,7.51,0.49,0.03,6.97,0.074,29,99.8,0.9936,3.51,1.26,10,5
red,7.4,0.94,0.66,2.9,0.097,26.4,51.8,0.9982,3.25,0.62,8.1,6
red,6.87,0.94,0.19,4.33,0.075,24.3,99.3,1.0007,3.04,1.1,10.1,8
red,6.69,0.67,0.79,9.76,0.092,25.4,71.8,1.0017,3.23,0.97,8.3,3
red,6.56,0.76,0.11,5.08,0.086,11.2,59.8,1.004,3.33,0.79,8,8
red,7.51,0.42,0.18,2.1,0.068,11.9,107.4,1.0003,3.23,1.38,10.2,4
red,7.19,0.93,0.37,4.96,0.067,25.6,98.3,0.9959,3.24,1.09,13.2,8
red,6.3,0.53,0.2,3.56,0.061,24.6,132.8,0.9936,3.59,1.1,12,8
red,6.74,0.9,0.53,9.17,0.092,6,145.9,0.9983,2.83,0.58,11.9,4
red,7.57,0.35,0.4,1.22,0.065,21.6,125.5,0.9954,3.12,0.86,13.7,3
red,7.34,0.47,0.58,4.52,0.069,10,136.4,0.9944,3.71,1.03,9.1,5
red,6.89,0.34,0.76,9.55,0.077,19.5,130.7,0.9937,3.43,1.04,13,5
red,6.41,0.24,0.48,9.29,0.051,23,53.5,0.9929,3.15,0.98,13.8,6
red,6.72,0.29,0.46,8.34,0.073,7.1,137.1,0.9949,3.05,1.31,10.7,8
red,6.76,0.64,0.02,4.27,0.089,14.8,81.9,0.996,3.44,1.31,12.9,5
red,7.92,0.71,0.8,2.5,0.062,23.2,113.7,0.9922,3.27,1.09,9.5,7
red,6.54,0.78,0.68,9.6,0.071,28.2,105.2,1.0023,3.27,1.47,9.4,3
red,7.12,0.46,0.15,1.78,0.085,17.6,62,0.9935,3.35,1.42,11.5,6
red,6.98,0.3,0.38,7.47,0.052,28.3,94,1.0049,3.18,0.72,10.3,5
red,6.89,0.68,0.34,6.7,0.081,7.8,120.8,0.9991,3.34,1.43,9.9,8
red,6.41,0.71,0.13,8.92,0.1,7,63.8,1.0016,2.89,1.4,9.5,3
red,7.04,0.69,0.25,2.64,0.08,6.1,85.9,0.9931,3.17,0.74,12.4,3
red,6.62,0.7,0.02,7.39,0.086,10.2,61.3,0.9915,3.6,0.67,10.3,8
red,6.39,0.57,0.2,5.41,0.077,7.8,109.6,0.996,3.58,1.13,11.2,4
red,6.17,0.27,0.54,6.78,0.062,8.1,102.9,1.004,3.71,1.06,8.9,7
red,6.41,0.22,0.5,5,0.075,14.2,81.3,1.0006,3.71,0.77,8.5,8
red,6.2,0.51,0.63,7.94,0.097,29.2,84.5,1.003,3.1,0.74,12.5,8
red,7.6,0.53,0.63,6.24,0.08,13.8,122.5,0.9944,3.54,1.07,10.7,8
red,6.89,0.65,0.13,5.71,0.094,14.8,57.3,0.9965,3.6,0.77,10,3
red,7.06,0.55,0.57,5.74,0.095,7.3,103.1,1,3.72,0.63,8.4,8
red,6.98,0.24,0.13,9.86,0.063,15.9,78.7,1.0019,2.9,1.07,11,8
red,6.89,0.37,0.6,4.33,0.071,29.6,91.8,0.9955,3.65,1.37,13.9,5
red,6.67,0.83,0.63,7.01,0.066,20,113.6,0.9905,3.54,0.68,8.7,5
red,7.59,0.93,0.34,3.71,0.054,26.6,113.6,0.9924,2.92,1.49,8,8
red,6.45,0.49,0.68,7.01,0.081,19.5,100.4,0.9908,3.41,1.16,9.4,8
red,7.03,0.56,0.17,5.94,0.064,19.9,53.3,0.9912,3.75,1.42,9,3
red,6.83,0.6,0.16,9.98,0.084,27.2,95.3,0.9942,2.94,1.44,11.9,8
red,7.71,0.47,0.56,7.66,0.058,20.2,66.6,0.993,3.58,0.82,12.4,4
red,7.11,0.9,0.46,8.19,0.081,12.1,90.9,0.9903,3.59,1.16,13.1,5
red,6.74,0.54,0.31,8.8,0.058,18.3,99.7,0.9976,3.58,0.58,9.7,4
red,6.74,0.68,0.68,8.22,0.056,9.6,65.1,0.9961,3.29,1.46,11.4,3
red,6.79,0.65,0.19,7.25,0.099,21,83.1,0.9964,3.42,1.05,12.7,6
red,6.44,0.37,0.1,5.1,0.054,10,116.7,0.9981,2.99,0.69,8.8,6
red,6.88,0.69,0.18,2.3,0.091,8.6,89.5,0.9965,3.2,1.12,8.3,3
red,7.38,0.95,0.68,9.72,0.066,19.8,98.9,0.9962,2.9,0.87,13.5,6
red,6.72,0.31,0.15,6.87,0.097,9.4,108.8,0.9999,3.22,1.21,8.1,5
red,6.71,0.36,0.65,7.42,0.1,27.8,145.1,1.0011,2.95,1.48,11.9,7
red,7.44,0.61,0.18,4.68,0.082,26.5,106.7,1.0008,3.01,1.03,13.8,7
red,6.41,0.39,0.8,5.73,0.066,15.5,71,0.9979,3.24,0.89,9,3
red,7.78,0.81,0.15,3.81,0.053,10,107.7,1.0049,3.01,0.97,11.4,5
red,7.87,0.66,0.46,9.57,0.07,5.5,108.7,0.9942,3.27,1.28,13,4
red,7.69,0.48,0.25,2.68,0.063,23.9,138.8,0.9905,2.94,0.99,8.6,4
red,6.02,0.95,0.62,8.12,0.069,20.8,60.7,0.9901,3.03,1.33,13.6,4
red,7.57,0.69,0.56,8.87,0.071,25,107.2,0.9982,2.95,0.6,12.1,4
red,6.38,0.37,0.24,9.79,0.067,13.9,59.8,0.9982,3.15,0.52,8.7,8
red,6.12,0.28,0.12,1.39,0.07,15.1,79,0.9999,2.87,0.75,13.7,7
red,6.92,0.37,0.24,5.09,0.072,5,83,0.9945,3.3,0.87,12.6,8
red,6.74,0.68,0.17,2.29,0.052,19.6,71,0.9943,3.76,0.55,11.4,7
red,7.3,0.28,0.14,4.78,0.063,14.6,70.1,1.0015,2.88,1.2,12.4,7
red,6.68,0.85,0.28,2.91,0.08,10.5,128.3,0.9965,3,0.68,8.6,3
red,6.75,0.38,0.49,5.62,0.071,20,75,0.9952,3.54,0.79,12.1,8
red,7.06,0.84,0.59,4.47,0.091,22.5,127,0.9908,3.42,1.12,13.3,7
red,7.22,0.66,0.72,2.21,0.053,12.7,88.1,1.0026,3.77,1.01,8.6,6
red,7.2,0.73,0.54,5.2,0.072,14.6,51.7,1.0008,3.4,0.68,8.8,4
red,7.88,0.36,0.79,9.43,0.065,14.7,103.9,1.0007,3.13,0.74,12.9,7
red,6.87,0.29,0.69,5.24,0.083,22.3,51.4,0.9973,3.79,0.88,9.4,7
red,7.53,0.7,0.24,3.19,0.085,18.3,142.2,0.9971,3.4,0.77,8.9,8
red,6.34,0.38,0.4,4.14,0.093,23.1,80.5,0.9906,3.77,1.29,13.7,4
red,6.68,0.78,0.28,9.29,0.081,28.6,129.2,0.9994,3.53,1.03,11.9,3
red,7.21,0.83,0.32,8.13,0.066,18.8,104.6,1.0019,3.08,0.91,9.1,6
red,7.31,0.32,0.77,7.72,0.097,22.3,70.2,1.0007,2.96,1.07,11.4,4
red,6.34,0.77,0.51,9.97,0.066,7.8,97.3,1.0016,3.32,1.21,11.1,7
red,6.2,0.63,0.59,5.11,0.074,16.2,111.6,0.9994,3.79,0.62,8.4,7
red,6.78,0.78,0.49,1.95,0.08,9.7,149.7,0.9948,3.54,0.78,12.9,7
red,7.56,0.53,0.46,1.59,0.081,28.6,145.2,0.9907,3.28,1.13,10,8
red,6.94,0.48,0.1,3.82,0.078,7.6,98.6,0.995,3.42,0.61,13.3,7
red,7.5,0.32,0.59,8.61,0.05,26.5,59,0.9916,3.65,0.81,12.4,8
red,7.89,0.21,0.45,8.94,0.096,21.5,137.8,0.9957,2.98,0.88,10.9,5
red,6.47,0.4,0.15,6.65,0.067,11,132.5,1.0028,3.53,0.59,13.9,5
red,6.63,0.63,0.26,5.42,0.065,6.6,108.4,1.0029,2.85,0.76,9,3
red,7.41,0.45,0.64,9.65,0.083,9.8,116.7,0.9955,3.42,0.82,11,7
red,6.37,0.36,0.57,8.77,0.052,17.5,85.3,0.9927,3.75,0.88,10,4
